"new_id","Reef_Check_ID","Lat","Long","Depth","Date","Year","Location","macro","parrot","bleaching","coral"
1,"35.29.99E.21.48.02S",-21.80027778,35.49972222,7.5,2001-11-22,2001,"Mozambique",0,0.25,NA,0.45
2,"165.27.198E.21.39.698S",-21.66163889,165.4533056,2,2004-12-14,2004,"New Caledonia",0,0.75,NA,0.0625
2,"165.27.198E.21.39.698S",-21.66163889,165.4533056,2,2005-12-06,2005,"New Caledonia",0,0.5,NA,0.1375
3,"165.27.198E.21.39.698S",-21.66163889,165.4533056,1,2012-01-21,2012,"New Caledonia",0.0125,9.75,NA,0.1375
3,"165.27.198E.21.39.698S",-21.66163889,165.4533056,1,2013-02-20,2013,"New Caledonia",0.1375,10.75,NA,0.1125
3,"165.27.198E.21.39.698S",-21.66163889,165.4533056,1,2014-02-25,2014,"New Caledonia",0.01875,22.25,NA,0.125
3,"165.27.198E.21.39.698S",-21.66163889,165.4533056,1,2015-03-22,2015,"New Caledonia",0.01875,21,NA,0.1375
4,"21S165E3",-21.65833333,165.45,3,1998-10-04,1998,"New Caledonia",0.00625,NA,NA,0.375
5,"165.27.376E.21.39.211S",-21.65352778,165.4562778,3.5,2012-01-21,2012,"New Caledonia",0,7.5,NA,0.38125
6,"165.27.376E.21.39.211S",-21.65352778,165.4562778,3,2013-02-20,2013,"New Caledonia",0,8.25,NA,0.35625
6,"165.27.376E.21.39.211S",-21.65352778,165.4562778,3,2014-02-25,2014,"New Caledonia",0.00625,5,NA,0.38125
6,"165.27.376E.21.39.211S",-21.65352778,165.4562778,3,2015-03-22,2015,"New Caledonia",0.01875,8,NA,0.4
7,"166.23.14E.22.15.48S",-22.258,166.3856667,3,2001-12-06,2001,"New Caledonia",0,0,NA,0.55625
7,"166.23.14E.22.15.48S",-22.258,166.3856667,3,2003-10-17,2003,"New Caledonia",0.01875,0.5,NA,0.2125
7,"166.23.14E.22.15.48S",-22.258,166.3856667,3,2006-04-07,2006,"New Caledonia",0,1.25,NA,0.23125
8,"166.23.14E.22.15.48S",-22.258,166.3856667,2,2012-01-05,2012,"New Caledonia",0.025,5.75,NA,0.375
9,"166.23.14E.22.15.48S",-22.258,166.3856667,2.3,2013-02-03,2013,"New Caledonia",0.025,3.75,NA,0.4125
9,"166.23.14E.22.15.48S",-22.258,166.3856667,2.3,2014-03-16,2014,"New Caledonia",0.05,7.75,NA,0.41875
9,"166.23.14E.22.15.48S",-22.258,166.3856667,2.3,2015-01-13,2015,"New Caledonia",0.05625,0.25,NA,0.39375
10,"22S166E13",-22.25166667,166.265,3,1998-09-20,1998,"New Caledonia",0,NA,NA,0.725
11,"22N166E9",-22.22,166.3233333,4,1998-09-20,1998,"New Caledonia",0.0125,NA,NA,0.26875
12,"43.11.939E.22.03.689S",-22.06147222,43.19897222,6,2003-08-18,2003,"Madagascar",0.441666666666667,0,NA,0
13,"21S113E1",-21.90944444,113.9652778,3,1998-09-03,1998,"Northwest Australia",0,NA,NA,0.53125
14,"21S114E2",-21.86222222,114.1730556,6,1997-08-28,1997,"Northwest Australia",0,NA,NA,0.56875
15,"21S114E1",-21.85833333,114.1669444,2,1997-08-28,1997,"Northwest Australia",0,NA,NA,0.45
15,"21S114E1",-21.85833333,114.1669444,2,1998-08-31,1998,"Northwest Australia",0.0125,NA,NA,0.6375
16,"21S165E2",-21.64083333,165.4466667,3,1998-10-04,1998,"New Caledonia",0,NA,NA,0.7125
17,"165.27.25E.21.37.79S",-21.62983333,165.4541667,4,2012-01-21,2012,"New Caledonia",0,1.5,NA,0.55
17,"165.27.25E.21.37.79S",-21.62983333,165.4541667,4,2013-02-20,2013,"New Caledonia",0.16875,4.5,NA,0.44375
18,"21S165E1",-21.6275,165.4533333,3,1998-10-04,1998,"New Caledonia",0.09375,NA,NA,0.625
19,"165.22.1.7E.21.37.30.2S",-21.62505556,165.3671389,4.3,2013-01-13,2013,"New Caledonia",0.0375,10,NA,0.33125
19,"165.22.1.7E.21.37.30.2S",-21.62505556,165.3671389,4.3,2014-03-21,2014,"New Caledonia",0.0875,16.25,NA,0.30625
19,"165.22.1.7E.21.37.30.2S",-21.62505556,165.3671389,4.3,2015-03-07,2015,"New Caledonia",0.1,3.5,NA,0.31875
20,"165.22.50E.21.36.48.8S",-21.61355556,165.3805556,2,2013-01-12,2013,"New Caledonia",0.15,2.5,NA,0.13125
20,"165.22.50E.21.36.48.8S",-21.61355556,165.3805556,2,2014-03-21,2014,"New Caledonia",0.20625,1.75,NA,0.23125
20,"165.22.50E.21.36.48.8S",-21.61355556,165.3805556,2,2015-03-08,2015,"New Caledonia",0.15625,3.75,NA,0.20625
21,"165.20.18.4E.21.35.52S",-21.59777778,165.3384444,2,2013-01-12,2013,"New Caledonia",0.00625,19.5,NA,0.39375
21,"165.20.18.4E.21.35.52S",-21.59777778,165.3384444,2,2014-03-20,2014,"New Caledonia",0.0375,15.25,NA,0.375
21,"165.20.18.4E.21.35.52S",-21.59777778,165.3384444,2,2015-03-07,2015,"New Caledonia",0.025,24.25,NA,0.25
22,"166.15.806E.21.35.601S",-21.59336111,166.2634444,4.5,2012-01-15,2012,"New Caledonia",0.4625,1,NA,0.18125
22,"166.15.806E.21.35.601S",-21.59336111,166.2634444,4.5,2013-03-31,2013,"New Caledonia",0.51875,10.5,NA,0.0375
22,"166.15.806E.21.35.601S",-21.59336111,166.2634444,4.5,2014-05-03,2014,"New Caledonia",0.4625,8,NA,0.03125
22,"166.15.806E.21.35.601S",-21.59336111,166.2634444,4.5,2015-04-22,2015,"New Caledonia",0.23125,11.25,NA,0.03125
23,"166.20.248E.21.33.38S",-21.55633333,166.3374722,6.5,2004-12-12,2004,"New Caledonia",0,4.75,NA,0.35
24,"166.20.248E.21.33.38S",-21.55633333,166.3374722,6,2012-01-15,2012,"New Caledonia",0,2.25,NA,0.275
25,"166.20.248E.21.33.38S",-21.55633333,166.3374722,7,2013-03-31,2013,"New Caledonia",0.03125,4.5,NA,0.34375
25,"166.20.248E.21.33.38S",-21.55633333,166.3374722,7,2014-05-03,2014,"New Caledonia",0.01875,6.25,NA,0.38125
25,"166.20.248E.21.33.38S",-21.55633333,166.3374722,7,2015-04-22,2015,"New Caledonia",0.025,14.25,NA,0.33125
26,"164.57.507E.21.24.635S",-21.41058333,164.9584444,2,2012-03-30,2012,"New Caledonia",0,5.75,NA,0.3
27,"164.57.507E.21.24.635S",-21.41058333,164.9584444,2.3,2013-03-24,2013,"New Caledonia",0,18.5,NA,0.175
27,"164.57.507E.21.24.635S",-21.41058333,164.9584444,2.3,2014-01-01,2014,"New Caledonia",0,15.75,NA,0.30625
27,"164.57.507E.21.24.635S",-21.41058333,164.9584444,2.3,2015-01-18,2015,"New Caledonia",0,6,NA,0.31875
28,"164.58.035E.21.22.82S",-21.38033333,164.96725,3.5,2012-03-30,2012,"New Caledonia",0.55,3.25,NA,0.075
29,"164.58.035E.21.22.82S",-21.38033333,164.96725,4.3,2013-03-24,2013,"New Caledonia",0.63125,15.75,NA,0.06875
29,"164.58.035E.21.22.82S",-21.38033333,164.96725,4.3,2014-01-01,2014,"New Caledonia",0.54375,5.25,NA,0.09375
29,"164.58.035E.21.22.82S",-21.38033333,164.96725,4.3,2015-01-18,2015,"New Caledonia",0.225,7.25,NA,0.125
30,"164.58.835E.21.22.038S",-21.36730556,164.9805833,3,2012-03-30,2012,"New Caledonia",0.0125,1,NA,0.0625
31,"164.58.835E.21.22.038S",-21.36730556,164.9805833,2.5,2013-03-24,2013,"New Caledonia",0.05625,0,NA,0.025
31,"164.58.835E.21.22.038S",-21.36730556,164.9805833,2.5,2013-12-22,2013,"New Caledonia",0.09375,0,NA,0.05625
31,"164.58.835E.21.22.038S",-21.36730556,164.9805833,2.5,2015-01-18,2015,"New Caledonia",0.10625,0,NA,0.03125
32,"164.45.769E.21.13.08S",-21.218,164.7628056,2.5,2012-03-29,2012,"New Caledonia",0,14,NA,0.14375
33,"164.45.769E.21.13.08S",-21.218,164.7628056,2.8,2013-03-23,2013,"New Caledonia",0,2.75,NA,0.0375
33,"164.45.769E.21.13.08S",-21.218,164.7628056,2.8,2013-12-21,2013,"New Caledonia",0.00625,0.75,NA,0.06875
33,"164.45.769E.21.13.08S",-21.218,164.7628056,2.8,2015-01-17,2015,"New Caledonia",0.03125,10,NA,0.2125
34,"164.46.682E.21.11.68S",-21.19466667,164.7780278,4,2012-03-29,2012,"New Caledonia",0.00625,0,NA,0.64375
35,"164.46.682E.21.11.68S",-21.19466667,164.7780278,2.5,2014-01-01,2014,"New Caledonia",0,2.25,NA,0.575
36,"164.46.682E.21.11.68S",-21.19466667,164.7780278,3,2015-01-17,2015,"New Caledonia",0,2.25,NA,0.5875
37,"55.17.0.46E.21.10.31.76S",-21.1755,55.28346111,13,2012-01-19,2012,"Mascarene Islands",0,8.25,NA,0.4875
38,"55.16.54.95E.21.9.57.38S",-21.16594444,55.28194444,13,2012-01-20,2012,"Mascarene Islands",0,3,NA,0.4125
39,"175.09.767W.21.07.05S",-21.1175,-175.1627778,3,2002-01-16,2002,"Tonga",0.0125,4.5,NA,0.41875
40,"175.09.767W.21.07.05S",-21.1175,-175.1627778,10,2002-01-16,2002,"Tonga",0,1.5,NA,0.36875
41,"55.13.16.03E.21.3.11.05S",-21.05308333,55.22111111,5,2015-12-02,2015,"Mascarene Islands",0.00625,NA,NA,0.44375
42,"167.25.128E.21.01.857S",-21.03094444,167.4188056,5,2012-04-05,2012,"New Caledonia",0.175,2.75,NA,0.05
43,"167.25.128E.21.01.857S",-21.03094444,167.4188056,6,2013-04-10,2013,"New Caledonia",0.225,4,NA,0.0625
43,"167.25.128E.21.01.857S",-21.03094444,167.4188056,6,2014-04-16,2014,"New Caledonia",0.175,0.5,NA,0.0625
43,"167.25.128E.21.01.857S",-21.03094444,167.4188056,6,2015-04-16,2015,"New Caledonia",0.2375,6.5,NA,0.05
44,"167.24.722E.21.01.568S",-21.02613889,167.4120278,8,2005-11-03,2005,"New Caledonia",0.14375,1.25,NA,0.05625
44,"167.24.722E.21.01.568S",-21.02613889,167.4120278,8,2012-04-05,2012,"New Caledonia",0.33125,2.75,NA,0.14375
45,"167.24.722E.21.01.568S",-21.02613889,167.4120278,5.3,2013-04-10,2013,"New Caledonia",0.325,3.5,NA,0.09375
45,"167.24.722E.21.01.568S",-21.02613889,167.4120278,5.3,2014-04-16,2014,"New Caledonia",0.19375,2.5,NA,0.19375
45,"167.24.722E.21.01.568S",-21.02613889,167.4120278,5.3,2015-04-16,2015,"New Caledonia",0.2,6.5,NA,0.125
46,"165.22.11.3E.20.56.2.3S",-20.93397222,165.3698056,4.8,2013-01-16,2013,"New Caledonia",0.33125,24.5,NA,0.61875
46,"165.22.11.3E.20.56.2.3S",-20.93397222,165.3698056,4.8,2014-01-24,2014,"New Caledonia",0.23125,25.75,NA,0.40625
46,"165.22.11.3E.20.56.2.3S",-20.93397222,165.3698056,4.8,2015-02-25,2015,"New Caledonia",0.23125,6.75,NA,0.49375
47,"165.22.7.9E.20.55.11.1S",-20.91975,165.3688611,7.8,2013-01-16,2013,"New Caledonia",0.38125,2.25,NA,0.26875
47,"165.22.7.9E.20.55.11.1S",-20.91975,165.3688611,7.8,2014-01-24,2014,"New Caledonia",0.1875,5,NA,0.20625
47,"165.22.7.9E.20.55.11.1S",-20.91975,165.3688611,7.8,2015-02-24,2015,"New Caledonia",0.09375,2.5,NA,0.00625
48,"167.16.444E.20.54.940S",-20.91566667,167.2740556,5,2004-11-06,2004,"New Caledonia",0,4.75,NA,0.3875
49,"167.16.444E.20.54.940S",-20.91566667,167.2740556,3.5,2012-04-03,2012,"New Caledonia",0.05,3.25,NA,0.3625
49,"167.16.444E.20.54.940S",-20.91566667,167.2740556,3.5,2013-04-09,2013,"New Caledonia",0.025,7,NA,0.24375
49,"167.16.444E.20.54.940S",-20.91566667,167.2740556,3.5,2014-04-15,2014,"New Caledonia",0.0125,8,NA,0.35
49,"167.16.444E.20.54.940S",-20.91566667,167.2740556,3.5,2015-04-15,2015,"New Caledonia",0.0375,9.25,NA,0.16875
50,"167.15.862E.20.54.400S",-20.90666667,167.2643611,5,2012-04-03,2012,"New Caledonia",0.04375,12.25,NA,0.45
50,"167.15.862E.20.54.400S",-20.90666667,167.2643611,5,2013-04-09,2013,"New Caledonia",0.01875,11.75,NA,0.5625
50,"167.15.862E.20.54.400S",-20.90666667,167.2643611,5,2014-04-15,2014,"New Caledonia",0.0125,13.25,NA,0.5625
50,"167.15.862E.20.54.400S",-20.90666667,167.2643611,5,2015-04-15,2015,"New Caledonia",0.01875,17.5,NA,0.60625
51,"149.407719E.20.899828S",-20.89983333,149.4077222,4,2016-03-26,2016,"Great Barrier Reef",0.11875,NA,6.25,0.35625
52,"149.420997E.20.893064S",-20.89305556,149.421,5,2016-03-26,2016,"Great Barrier Reef",0.3375,NA,8.75,0.26875
53,"165.25.14.1E.20.50.43.3S",-20.84536111,165.4205833,4,2013-01-17,2013,"New Caledonia",0.09375,10.75,NA,0.69375
53,"165.25.14.1E.20.50.43.3S",-20.84536111,165.4205833,4,2014-01-23,2014,"New Caledonia",0.0375,8.5,NA,0.63125
53,"165.25.14.1E.20.50.43.3S",-20.84536111,165.4205833,4,2015-02-25,2015,"New Caledonia",0.0375,26.75,NA,0.59375
54,"167.09.413E.20.47.637S",-20.79394444,167.1568889,5,2005-11-06,2005,"New Caledonia",0.03125,0,NA,0.18125
55,"167.09.413E.20.47.637S",-20.79394444,167.1568889,6,2012-04-04,2012,"New Caledonia",0.29375,2.25,NA,0.19375
54,"167.09.413E.20.47.637S",-20.79394444,167.1568889,5,2013-04-11,2013,"New Caledonia",0.13125,3,NA,0.16875
54,"167.09.413E.20.47.637S",-20.79394444,167.1568889,5,2014-04-17,2014,"New Caledonia",0.18125,3.75,NA,0.18125
54,"167.09.413E.20.47.637S",-20.79394444,167.1568889,5,2015-04-14,2015,"New Caledonia",0.01875,4.75,NA,0.14375
56,"167.07.307E.20.47.273S",-20.78788889,167.1217778,1,2012-04-04,2012,"New Caledonia",0.00625,2.25,NA,0.53125
57,"167.07.307E.20.47.273S",-20.78788889,167.1217778,1.3,2013-04-11,2013,"New Caledonia",0.05625,3.5,NA,0.31875
57,"167.07.307E.20.47.273S",-20.78788889,167.1217778,1.3,2014-04-17,2014,"New Caledonia",0,3.25,NA,0.38125
57,"167.07.307E.20.47.273S",-20.78788889,167.1217778,1.3,2015-04-14,2015,"New Caledonia",0.03125,3.5,NA,0.3375
58,"167.07.028E.20.47.080S",-20.78466667,167.1171389,5,2005-11-06,2005,"New Caledonia",0,1.75,NA,0.09375
59,"167.07.028E.20.47.080S",-20.78466667,167.1171389,6,2012-04-04,2012,"New Caledonia",0,2.5,NA,0.25
60,"167.07.028E.20.47.080S",-20.78466667,167.1171389,5.5,2013-04-11,2013,"New Caledonia",0.00625,9.25,NA,0.19375
60,"167.07.028E.20.47.080S",-20.78466667,167.1171389,5.5,2014-04-17,2014,"New Caledonia",0,7.5,NA,0.175
60,"167.07.028E.20.47.080S",-20.78466667,167.1171389,5.5,2015-04-14,2015,"New Caledonia",0,12.25,NA,0.175
61,"149.472044E.20.745817S",-20.74580556,149.4720556,6,2016-03-27,2016,"Great Barrier Reef",0,NA,11.25,0.525
62,"149.464958E.20.737692S",-20.73769444,149.4649444,5,2016-03-27,2016,"Great Barrier Reef",0.05,NA,25,0.38125
63,"164.59.54.6E.20.41.43.5S",-20.69541667,164.9985,3,2012-03-17,2012,"New Caledonia",0.54375,0.75,NA,0.15
64,"164.59.54.6E.20.41.43.5S",-20.69541667,164.9985,4,2013-03-19,2013,"New Caledonia",0.4125,3.25,NA,0.20625
64,"164.59.54.6E.20.41.43.5S",-20.69541667,164.9985,4,2014-03-24,2014,"New Caledonia",0.44375,7.5,NA,0.19375
65,"164.14.25.1E.20.40.11.9S",-20.66997222,164.2403056,1.5,2013-01-15,2013,"New Caledonia",0.01875,2,NA,0.24375
65,"164.14.25.1E.20.40.11.9S",-20.66997222,164.2403056,1.5,2014-01-22,2014,"New Caledonia",0.00625,22.5,NA,0.3375
65,"164.14.25.1E.20.40.11.9S",-20.66997222,164.2403056,1.5,2015-01-11,2015,"New Caledonia",0.0125,2.25,NA,0.2875
66,"164.58.993E.20.38.679S",-20.64463889,164.9832222,3,2012-03-17,2012,"New Caledonia",0.0125,4,NA,0.225
67,"164.58.993E.20.38.679S",-20.64463889,164.9832222,3.5,2013-03-19,2013,"New Caledonia",0,8.5,NA,0.24375
67,"164.58.993E.20.38.679S",-20.64463889,164.9832222,3.5,2014-03-24,2014,"New Caledonia",0.075,9.75,NA,0.28125
67,"164.58.993E.20.38.679S",-20.64463889,164.9832222,3.5,2015-02-23,2015,"New Caledonia",0.0125,8,NA,0.30625
68,"165.04.302E.20.37.831S",-20.63052778,165.0716944,5,2004-11-02,2004,"New Caledonia",0,0,NA,0.2625
69,"165.04.302E.20.37.831S",-20.63052778,165.0716944,4.5,2012-03-17,2012,"New Caledonia",0.04375,1.5,NA,0.2875
69,"165.04.302E.20.37.831S",-20.63052778,165.0716944,4.5,2013-03-19,2013,"New Caledonia",0,2.25,NA,0.275
69,"165.04.302E.20.37.831S",-20.63052778,165.0716944,4.5,2014-03-24,2014,"New Caledonia",0.025,4.75,NA,0.2625
69,"165.04.302E.20.37.831S",-20.63052778,165.0716944,4.5,2015-02-23,2015,"New Caledonia",0,5.25,NA,0.2125
70,"164.16.22.2E.20.35.20.7S",-20.58908333,164.2728333,2.3,2013-01-14,2013,"New Caledonia",0.5875,0.75,NA,0.375
70,"164.16.22.2E.20.35.20.7S",-20.58908333,164.2728333,2.3,2014-01-21,2014,"New Caledonia",0.45625,0,NA,0.45625
70,"164.16.22.2E.20.35.20.7S",-20.58908333,164.2728333,2.3,2015-01-10,2015,"New Caledonia",0.3,0.5,NA,0.34375
71,"164.10.59.6E.20.33.19S",-20.55527778,164.1832222,4.5,2013-01-14,2013,"New Caledonia",0.06875,4.5,NA,0.68125
71,"164.10.59.6E.20.33.19S",-20.55527778,164.1832222,4.5,2014-01-21,2014,"New Caledonia",0.24375,8.25,NA,0.41875
71,"164.10.59.6E.20.33.19S",-20.55527778,164.1832222,4.5,2015-01-10,2015,"New Caledonia",0.39375,5.5,NA,0.28125
72,"164.25.4.4E.20.15.48.9S",-20.26358333,164.4178889,2,2012-03-18,2012,"New Caledonia",0.25625,3.25,NA,0.3625
73,"164.25.4.4E.20.15.48.9S",-20.26358333,164.4178889,1.8,2013-05-19,2013,"New Caledonia",0.2875,4.5,NA,0.39375
73,"164.25.4.4E.20.15.48.9S",-20.26358333,164.4178889,1.8,2014-03-01,2014,"New Caledonia",0.3875,0.25,NA,0.4
74,"148.81458E.20.25936S",-20.25936111,148.8145833,2,2017-08-06,2017,"Great Barrier Reef",0,NA,1,0.43125
75,"148.812903E.20.252548S",-20.25255556,148.8129167,2,2013-06-23,2013,"Great Barrier Reef",0,NA,NA,0.33125
75,"148.812903E.20.252548S",-20.25255556,148.8129167,2,2016-04-25,2016,"Great Barrier Reef",0.00625,NA,NA,0.21875
75,"148.812903E.20.252548S",-20.25255556,148.8129167,2,2017-08-06,2017,"Great Barrier Reef",0.04375,NA,27.5,0
76,"148.814401E.20.250436S",-20.25044444,148.8143889,1,2013-06-23,2013,"Great Barrier Reef",0.00625,NA,NA,0.16875
77,"148.814401E.20.250436S",-20.25044444,148.8143889,3,2016-04-25,2016,"Great Barrier Reef",0,NA,NA,0.1
78,"164.26.33.3E.20.12.45.5S",-20.21263889,164.4425833,5,2012-03-18,2012,"New Caledonia",0.025,4.5,NA,0.40625
78,"164.26.33.3E.20.12.45.5S",-20.21263889,164.4425833,5,2013-05-18,2013,"New Caledonia",0.025,4.5,NA,0.25
78,"164.26.33.3E.20.12.45.5S",-20.21263889,164.4425833,5,2014-03-01,2014,"New Caledonia",0,4.5,NA,0.25
79,"164.23.47.2E.20.12.38.9S",-20.21080556,164.3964444,1.5,2012-03-18,2012,"New Caledonia",0.00625,5,NA,0.2875
80,"164.23.47.2E.20.12.38.9S",-20.21080556,164.3964444,1.8,2013-05-18,2013,"New Caledonia",0.05625,3,NA,0.275
80,"164.23.47.2E.20.12.38.9S",-20.21080556,164.3964444,1.8,2014-03-02,2014,"New Caledonia",0.00625,13,NA,0.2625
81,"20S148E1",-20.0675,148.8902778,3,1997-08-23,1997,"Great Barrier Reef",0,NA,NA,0.4375
82,"148.9481E.20.0658S",-20.06580556,148.9481111,7,2016-04-23,2016,"Great Barrier Reef",0,NA,9.25,0.38125
83,"148.52.71E.20.02.77S",-20.04616667,148.8785,5,2003-04-12,2003,"Great Barrier Reef",0,NA,NA,0.6
84,"148.48.488E.20.34.448S",-20.04288889,148.8801389,5,2001-05-20,2001,"Great Barrier Reef",0.00625,2.75,NA,0.53125
85,"148.52.55E.20.2.34S",-20.039,148.8758333,4,2016-04-23,2016,"Great Barrier Reef",0,NA,28.75,0.6
86,"148.875833E.20.039S3",-20.039,148.8758333,5,2016-04-24,2016,"Great Barrier Reef",0,NA,NA,0.40625
87,"57.34.90E.19.59.15N",-19.98583333,57.58166667,3,1999-09-28,1999,"Mascarene Islands",0,NA,NA,0.6125
88,"57.34.90E.19.59.15N",-19.98583333,57.58166667,5,2000-09-17,2000,"Mascarene Islands",0.0125,NA,NA,0.3
89,"57.37.10E.19.58.50N",-19.975,57.61833333,4,1999-09-27,1999,"Mascarene Islands",0,NA,NA,0.45625
89,"57.37.10E.19.58.50N",-19.975,57.61833333,4,2000-04-22,2000,"Mascarene Islands",0,NA,NA,0
90,"174.25.16.9W.19.50.16.2S",-19.83783333,-174.4213611,3,2002-08-15,2002,"Tonga",0,0.25,NA,0.1625
91,"174.25.16.9W.19.50.16.2S",-19.83783333,-174.4213611,10,2002-08-15,2002,"Tonga",0.05,0.75,NA,0.1875
92,"149.0658E.19.81779S",-19.81777778,149.0658056,5,2016-05-28,2016,"Great Barrier Reef",0.03125,NA,9.5,0.33125
92,"149.0658E.19.81779S",-19.81777778,149.0658056,5,2017-08-07,2017,"Great Barrier Reef",0.025,NA,10.25,0.31875
93,"149.06573E.19.8131S",-19.81311111,149.0657222,2,2017-08-07,2017,"Great Barrier Reef",0.11875,NA,1.25,0.225
94,"149.062735E.19.807549S",-19.80755556,149.0627222,4,2016-05-28,2016,"Great Barrier Reef",0.025,NA,3,0.35625
95,"149.10.8E.19.44.8S",-19.74666667,149.18,4,2002-05-05,2002,"Great Barrier Reef",0.0875,NA,NA,0.40625
96,"149.9.957E.19.44.746S",-19.74577778,149.1659444,5,2013-04-15,2013,"Great Barrier Reef",0.05,NA,NA,0.5375
96,"149.9.957E.19.44.746S",-19.74577778,149.1659444,5,2016-05-29,2016,"Great Barrier Reef",0,NA,36.25,0.53125
96,"149.9.957E.19.44.746S",-19.74577778,149.1659444,5,2017-08-05,2017,"Great Barrier Reef",0.01875,NA,0,0.46875
97,"149.9.57E.19.44.44S2",-19.74555556,149.1658333,5,2016-05-29,2016,"Great Barrier Reef",0.00625,0,16,0.45
97,"149.9.57E.19.44.44S2",-19.74555556,149.1658333,5,2017-08-05,2017,"Great Barrier Reef",0,0,1,0.475
98,"63.30.20.86E.19.41.48.89S",-19.69691389,63.50579444,4,1999-09-24,1999,"Mascarene Islands",0,NA,NA,0.3625
99,"63.28.51.83E.19.40.21.2N",-19.67255556,63.48105556,4,1999-09-22,1999,"Mascarene Islands",0,NA,NA,0.525
100,"63.24.47E.19.40.06N",-19.66833333,63.41305556,3,1999-09-20,1999,"Mascarene Islands",0,NA,NA,0.2625
101,"63.24.33.10E.19.40.04.50S",-19.66791667,63.40919444,3,2001-06-16,2001,"Mascarene Islands",0.00625,5,NA,0.3625
102,"63.24.630E.19.40.050S",-19.6675,63.4105,9,2002-10-12,2002,"Mascarene Islands",0.18125,1.25,NA,0.60625
103,"63.24.34.31E.19.40.01.40S",-19.66705556,63.40953056,10,2001-06-16,2001,"Mascarene Islands",0.14375,3.5,NA,0.35625
104,"63.26.12.7E.19.39.46.58N",-19.66293889,63.43686111,3,1999-09-17,1999,"Mascarene Islands",0.01875,NA,NA,0.55
105,"158.57.5E.19.17.4S",-19.29,-158.9583333,10,2005-09-08,2005,"Cook Islands",0.13125,2.25,0,0.625
106,"158.58.5E.19.16.1S",-19.26833333,-158.975,10,2005-09-08,2005,"Cook Islands",0.20625,4.25,0,0.21875
107,"146.48.91E.19.11.90S",-19.19833333,146.8151667,3,2016-06-25,2016,"Great Barrier Reef",0.20625,NA,57.5,0.25625
107,"146.48.91E.19.11.90S",-19.19833333,146.8151667,3,2017-03-18,2017,"Great Barrier Reef",0.46875,NA,1,0.40625
108,"146.48.54E.19.11.53S",-19.19805556,146.815,5,2017-03-18,2017,"Great Barrier Reef",0.50625,NA,1,0.38125
109,"159.44.30E.19.11.42S",-19.195,179.7416667,2,1999-06-10,1999,"Fiji",0,NA,NA,0.50625
110,"146.8485E.19.17067S",-19.17066667,146.8485,5,2017-07-07,2017,"Great Barrier Reef",0.00625,NA,0,0.525
111,"146.847217E.19.169433S",-19.16944444,146.8472222,2,2017-10-15,2017,"Great Barrier Reef",0.69375,NA,0.5,0.0625
112,"146.51E.19.09S",-19.16916667,146.8469444,5,2001-04-22,2001,"Great Barrier Reef",0.2,0,NA,0.46875
112,"146.51E.19.09S",-19.16916667,146.8469444,5,2007-03-31,2007,"Great Barrier Reef",0.08125,NA,NA,0.74375
112,"146.51E.19.09S",-19.16916667,146.8469444,5,2016-04-10,2016,"Great Barrier Reef",0.4625,0,5.25,0.25
113,"146.51E.19.09S",-19.16916667,146.8469444,4,2017-06-09,2017,"Great Barrier Reef",0.39375,NA,3.75,0.11875
114,"179.43.55E.19.09.47S",-19.16305556,179.7319444,2,1999-06-11,1999,"Fiji",0,NA,NA,0.5375
115,"179.43.55E.19.09.47S",-19.16305556,179.7319444,10,1999-06-11,1999,"Fiji",0,NA,NA,0.58125
116,"179.44.17E.19.09.42S",-19.16166667,179.7380556,2,1999-06-09,1999,"Fiji",0,NA,NA,0.3875
117,"146.86605E.19.1543S",-19.15430556,146.8660556,1,2016-06-26,2016,"Great Barrier Reef",0.31875,NA,20,0.4625
118,"146.86605E.19.1543S",-19.15430556,146.8660556,3,2017-03-19,2017,"Great Barrier Reef",0.05625,NA,6.5,0.6
119,"146.50E.19.09S",-19.15416667,146.8658333,5,2014-06-14,2014,"Great Barrier Reef",0.10625,NA,NA,0.125
120,"146.52.13E.19.8.54S2",-19.14833333,146.8702778,3,2016-04-09,2016,"Great Barrier Reef",0.3,NA,5,0.2625
121,"146.52.13E.19.8.54S",-19.14833333,146.8702778,6,2016-04-09,2016,"Great Barrier Reef",0.35625,NA,6.5,0.06875
122,"146.52.13E.19.8.54S",-19.14833333,146.8702778,4,2017-06-09,2017,"Great Barrier Reef",0.21875,NA,2.25,0.21875
123,"146.52.13E.19.8.54S2",-19.14833333,146.8702778,4,2017-06-09,2017,"Great Barrier Reef",0.11875,NA,2.25,0.35625
124,"146.52.710E.19.7.427S",-19.12377778,146.8785,3,2007-07-21,2007,"Great Barrier Reef",0.1375,NA,NA,0.38125
125,"146.881357E.19.122683S",-19.12269444,146.8813611,3,2017-03-19,2017,"Great Barrier Reef",0.1,NA,7.25,0.33125
126,"146.52.850E.19.07.313S",-19.12188889,146.8808333,3,2016-06-26,2016,"Great Barrier Reef",0.14375,NA,5,0.25
127,"178.50.18W.18.59.36S",-18.99333333,-178.8383333,3,1999-08-15,1999,"Fiji",0,NA,NA,0.5625
128,"146.57.375E.18.57.364S",-18.95605556,146.95625,3,2016-10-12,2016,"Great Barrier Reef",0,NA,17.5,0.475
129,"159.50.8E.18.55.18S",-18.91966667,-159.8466667,10,2005-08-26,2005,"Cook Islands",0.38125,0.75,0.625,0.10625
