"new_id","Reef_Check_ID","Lat","Long","Depth","Date","Year","Location","macro","parrot","bleaching","coral"
2981,"34.14.48.2E.26.9.41N",26.16138889,34.24672222,5,2017-03-22,2017,"North and Central Red Sea",0,0.75,0,0.4125
4489,"34.14.48.2E.26.9.41N",26.16138889,34.24672222,11,2017-03-22,2017,"North and Central Red Sea",0,0.25,0,0.23125
4490,"34.4.21.44E.26.30.30.98N",26.50861111,34.07261111,10,2008-03-05,2008,"North and Central Red Sea",0,9,0,0.30625
4491,"34.4.21.44E.26.30.30.98N",26.50861111,34.07261111,5,2008-03-06,2008,"North and Central Red Sea",0,4.25,0,0.3625
4491,"34.4.21.44E.26.30.30.98N",26.50861111,34.07261111,5,2009-06-16,2009,"North and Central Red Sea",0.0125,2.75,0,0.3
4490,"34.4.21.44E.26.30.30.98N",26.50861111,34.07261111,10,2009-06-16,2009,"North and Central Red Sea",0,2,0,0.30625
4492,"34.4.19.03E.26.30.37.32N",26.51036111,34.07194444,5,2008-03-07,2008,"North and Central Red Sea",0,3.75,0,0.4
4493,"34.4.19.03E.26.30.37.32N",26.51036111,34.07194444,10,2008-03-08,2008,"North and Central Red Sea",0,2.75,0,0.23125
4492,"34.4.19.03E.26.30.37.32N",26.51036111,34.07194444,5,2009-06-15,2009,"North and Central Red Sea",0,8.5,0,0.425
4493,"34.4.19.03E.26.30.37.32N",26.51036111,34.07194444,10,2009-06-15,2009,"North and Central Red Sea",0.01875,5,0,0.2875
4494,"NSPanoramaReef",26.75063889,34.08847222,10,2009-03-29,2009,"North and Central Red Sea",0,NA,0,0.36875
4495,"33.59.743E.26.48.520N",26.80866667,33.99572222,10,2009-03-28,2009,"North and Central Red Sea",0,3.75,0,0.475
4496,"34.0.11.46E.26.50.35.15N",26.84311111,34.00319444,5,2008-06-24,2008,"North and Central Red Sea",0,4.5,0,0.325
4497,"34.0.11.46E.26.50.35.15N",26.84311111,34.00319444,10,2008-06-24,2008,"North and Central Red Sea",0,4,0,0.49375
3045,"33.55.25.9E.27.00.44.4N",27.01233333,33.92386111,10,2008-08-03,2008,"North and Central Red Sea",0.00625,5,0,0.29375
4498,"33.57.16.58E.27.8.21.61N",27.13933333,33.95461111,5,2008-06-23,2008,"North and Central Red Sea",0,1,0,0.61875
4499,"33.57.16.58E.27.8.21.61N",27.13933333,33.95461111,10,2008-06-23,2008,"North and Central Red Sea",0,2.75,0,0.475
4500,"33.57.12E.27.12.52N",27.21444444,33.95333333,9,2006-04-19,2006,"North and Central Red Sea",0,5.5,0,0.10625
4501,"33.53.266E.27.16.024N",27.26705556,33.88777778,12,2008-03-20,2008,"North and Central Red Sea",0,1.66666666666667,1,0.0916666666666667
4502,"33.49.844E.27.17.685N",27.29475,33.83072222,11,2008-03-20,2008,"North and Central Red Sea",0,3.25,1,0.01875
4503,"33.49.90E.27.17.75N",27.29583333,33.83166667,11,2009-02-16,2009,"North and Central Red Sea",0.0125,0,0,0.14375
4504,"34.15.27.9E.27.43.39.37N",27.72761111,34.25775,5,2008-06-17,2008,"North and Central Red Sea",0,2,0,0.45
4505,"34.15.27.9E.27.43.39.37N",27.72761111,34.25775,10,2008-06-17,2008,"North and Central Red Sea",0,2.5,0,0.24375
4506,"33.52.142E.27.47.326N",27.78877778,33.86902778,10,2009-05-25,2009,"North and Central Red Sea",NA,4,0,NA
4507,"33.52.142E.27.47.326N",27.78877778,33.86902778,5,2009-05-25,2009,"North and Central Red Sea",0,9.75,0,0.3
4508,"34.15.40.2E.27.47.38.2N",27.79394444,34.26116667,10,2003-10-04,2003,"North and Central Red Sea",0,2.25,0,0.29375
4509,"34.18.3.4E.27.50.53.1N",27.84808333,34.30094444,10,2003-06-07,2003,"North and Central Red Sea",0,2.5,0,0.0875
3100,"34.22.0E27.55.0N",27.91497222,34.35977778,10,2003-06-11,2003,"North and Central Red Sea",0,6.75,0,0.05
4510,"34.24.57.3E.27.57.48.4N",27.96344444,34.41591667,10,2003-10-01,2003,"North and Central Red Sea",0,7.5,0,0.2375
4511,"34.24.50.75E.27.57.49.98N",27.96388889,34.41411111,5,2008-06-20,2008,"North and Central Red Sea",0,0,0,0.36875
4512,"34.24.50.75E.27.57.49.98N",27.96388889,34.41411111,10,2008-06-20,2008,"North and Central Red Sea",0,3.25,0,0.2125
4513,"34.25.33.8E.27.58.18.66N",27.97186111,34.42605556,10,2003-06-12,2003,"North and Central Red Sea",0,8.75,0,0.29375
4514,"34.27.128E.27.59.067N",27.98444444,34.45213889,10,2007-05-22,2007,"North and Central Red Sea",0,1.75,0,0.14375
4515,"34.27.128E.27.59.067N",27.98444444,34.45213889,5,2009-05-23,2009,"North and Central Red Sea",0,2,0,0.19375
4514,"34.27.128E.27.59.067N",27.98444444,34.45213889,10,2009-05-23,2009,"North and Central Red Sea",0,2.25,0,0.1625
4516,"34.28.20.2E.28.00.21.4N",28.00594444,34.47227778,10,2003-06-13,2003,"North and Central Red Sea",0,4.25,0,0.14375
4516,"34.28.20.2E.28.00.21.4N",28.00594444,34.47227778,10,2003-10-03,2003,"North and Central Red Sea",0,3,0.5,0.25625
4516,"34.28.20.2E.28.00.21.4N",28.00594444,34.47227778,10,2004-09-09,2004,"North and Central Red Sea",0,2.5,0,0.26875
4517,"34.28.422E.28.0.359N",28.00597222,34.47369444,10,2007-05-23,2007,"North and Central Red Sea",0.00625,0.25,0,0.4
4518,"34.28.422E.28.0.359N",28.00597222,34.47369444,5,2009-05-24,2009,"North and Central Red Sea",0.01875,5,0,0.21875
4517,"34.28.422E.28.0.359N",28.00597222,34.47369444,10,2009-05-24,2009,"North and Central Red Sea",0.00625,2.75,0,0.20625
4519,"34.26.109E.28.21.192N",28.35319444,34.43513889,10,2012-09-17,2012,"North and Central Red Sea",0.05625,3,0,0.425
4519,"34.26.109E.28.21.192N",28.35319444,34.43513889,10,2014-03-23,2014,"North and Central Red Sea",0.00625,1.5,0,0.34375
4519,"34.26.109E.28.21.192N",28.35319444,34.43513889,10,2015-09-06,2015,"North and Central Red Sea",0.11875,2.5,0.75,0.39375
4520,"34.25.59.6E.28.21.12.7N",28.35352778,34.43322222,5,2004-11-17,2004,"North and Central Red Sea",0,1.5,0,0.425
4521,"34.25.59E.28.21.12N",28.35352778,34.43322222,5,2004-11-24,2004,"North and Central Red Sea",0,3,0,0.29375
4522,"34.25.59E.28.21.12N",28.35352778,34.43322222,10,2004-11-24,2004,"North and Central Red Sea",0,0.75,0,0.29375
3132,"34.25.59.6E.28.21.12.7N",28.35352778,34.43322222,10,2005-08-01,2005,"North and Central Red Sea",0.11875,2.25,0,0.39375
3133,"34.25.59.6E.28.21.12.7N",28.35352778,34.43322222,9.5,2006-07-24,2006,"North and Central Red Sea",0.06875,2.5,1,0.40625
4523,"34.26.45.97E.28.22.27.94N",28.37441667,34.44611111,10,2007-08-27,2007,"North and Central Red Sea",0.01875,3.75,0,0.49375
4524,"34.26.45.97E.28.22.27.94N",28.37441667,34.44611111,5,2007-09-02,2007,"North and Central Red Sea",0,2.75,0,0.24375
4523,"34.26.45.97E.28.22.27.94N",28.37441667,34.44611111,10,2009-08-14,2009,"North and Central Red Sea",0.00625,3.25,0,0.4
4524,"34.26.45.97E.28.22.27.94N",28.37441667,34.44611111,5,2009-09-07,2009,"North and Central Red Sea",0.0125,0.75,0,0.36875
4523,"34.26.45.97E.28.22.27.94N",28.37441667,34.44611111,10,2010-08-10,2010,"North and Central Red Sea",0.025,3,0,0.38125
4524,"34.26.45.97E.28.22.27.94N",28.37441667,34.44611111,5,2010-08-17,2010,"North and Central Red Sea",0,0.5,0,0.15625
4524,"34.26.45.97E.28.22.27.94N",28.37441667,34.44611111,5,2011-09-22,2011,"North and Central Red Sea",0.05,2.25,0,0.2125
4525,"34.27.442E.28.25.247N",28.42077778,34.45736111,10,2006-08-01,2006,"North and Central Red Sea",0.1125,5,0.75,0.24375
4526,"34.27.442E.28.25.247N",28.42077778,34.45736111,5,2014-03-17,2014,"North and Central Red Sea",0.06875,2.5,0.25,0.325
4525,"34.27.442E.28.25.247N",28.42077778,34.45736111,10,2014-03-17,2014,"North and Central Red Sea",0.00625,6,0,0.2375
4525,"34.27.442E.28.25.247N",28.42077778,34.45736111,10,2015-09-08,2015,"North and Central Red Sea",0.125,2,0,0.18125
4525,"34.27.442E.28.25.247N",28.42077778,34.45736111,10,2016-09-04,2016,"North and Central Red Sea",0.18125,0,0,0.2625
4527,"34.27.22E.28.25.37.46N",28.42708333,34.45611111,10,2007-09-01,2007,"North and Central Red Sea",0.00625,1.75,0,0.15625
4527,"34.27.22E.28.25.37.46N",28.42708333,34.45611111,10,2009-08-13,2009,"North and Central Red Sea",0.025,3.25,0,0.18125
4528,"34.27.22E.28.25.37.46N",28.42708333,34.45611111,5,2009-09-13,2009,"North and Central Red Sea",0,0.75,0,0.23125
4527,"34.27.22E.28.25.37.46N",28.42708333,34.45611111,10,2010-08-24,2010,"North and Central Red Sea",0.075,1.75,0,0.2875
4528,"34.27.22E.28.25.37.46N",28.42708333,34.45611111,5,2010-09-13,2010,"North and Central Red Sea",0.01875,2.75,0,0.375
4527,"34.27.22E.28.25.37.46N",28.42708333,34.45611111,10,2011-09-09,2011,"North and Central Red Sea",0.1,1.5,0,0.25
4528,"34.27.22E.28.25.37.46N",28.42708333,34.45611111,5,2011-09-09,2011,"North and Central Red Sea",0.04375,0.5,0,0.40625
4529,"34.27.20.2E.28.26.6.6N",28.43516667,34.45561111,6,2004-11-29,2004,"North and Central Red Sea",0.00625,0,0,0.19375
4530,"34.26.013E.28.26.151N",28.43586111,34.43355556,11,2005-07-26,2005,"North and Central Red Sea",0.19375,2.5,0,0.275
4531,"34.26.013E.28.26.151N",28.43586111,34.43355556,4,2006-07-25,2006,"North and Central Red Sea",0.2125,5.5,0.5,0.3625
4532,"34.26.013E.28.26.151N",28.43586111,34.43355556,9.3,2006-07-29,2006,"North and Central Red Sea",0.28125,8.5,1,0.18125
4533,"34.27.560E.28.26.221N",28.43702778,34.45933333,5,2009-08-17,2009,"North and Central Red Sea",0.075,2.25,0,0.21875
4534,"34.27.560E.28.26.221N",28.43702778,34.45933333,10,2009-08-17,2009,"North and Central Red Sea",0.04375,1.25,0,0.21875
4534,"34.27.560E.28.26.221N",28.43702778,34.45933333,10,2010-08-24,2010,"North and Central Red Sea",0.0875,1.75,0,0.30625
4533,"34.27.560E.28.26.221N",28.43702778,34.45933333,5,2010-08-28,2010,"North and Central Red Sea",0.0625,1,0,0.2625
4535,"34.27.560E.28.26.221N",28.43702778,34.45933333,6,2011-01-08,2011,"North and Central Red Sea",0,2,0,0.3125
4534,"34.27.560E.28.26.221N",28.43702778,34.45933333,10,2011-01-08,2011,"North and Central Red Sea",0.08125,0.75,0,0.18125
4534,"34.27.560E.28.26.221N",28.43702778,34.45933333,10,2011-04-20,2011,"North and Central Red Sea",0.0375,1,0,0.275
4533,"34.27.560E.28.26.221N",28.43702778,34.45933333,5,2011-09-10,2011,"North and Central Red Sea",0.08125,0.25,0,0.28125
4534,"34.27.560E.28.26.221N",28.43702778,34.45933333,10,2011-09-10,2011,"North and Central Red Sea",0.05625,1.25,0,0.2875
4534,"34.27.560E.28.26.221N",28.43702778,34.45933333,10,2012-03-20,2012,"North and Central Red Sea",0.05625,0.25,0,0.225
4533,"34.27.560E.28.26.221N",28.43702778,34.45933333,5,2012-09-21,2012,"North and Central Red Sea",0.05,0.5,0,0.16875
4534,"34.27.560E.28.26.221N",28.43702778,34.45933333,10,2012-09-21,2012,"North and Central Red Sea",0.1625,1,0,0.2625
4533,"34.27.560E.28.26.221N",28.43702778,34.45933333,5,2013-03-19,2013,"North and Central Red Sea",0.04375,0,0,0.24375
4534,"34.27.560E.28.26.221N",28.43702778,34.45933333,10,2013-03-19,2013,"North and Central Red Sea",0.0125,0,0,0.225
4533,"34.27.560E.28.26.221N",28.43702778,34.45933333,5,2013-09-17,2013,"North and Central Red Sea",0.3625,1.5,0,0.125
4534,"34.27.560E.28.26.221N",28.43702778,34.45933333,10,2013-09-17,2013,"North and Central Red Sea",0.2375,5.25,0,0.15
4533,"34.27.560E.28.26.221N",28.43702778,34.45933333,5,2014-03-20,2014,"North and Central Red Sea",0.00625,0.75,0,0.14375
4534,"34.27.560E.28.26.221N",28.43702778,34.45933333,10,2014-03-20,2014,"North and Central Red Sea",0.00625,2.5,0,0.175
4534,"34.27.560E.28.26.221N",28.43702778,34.45933333,10,2015-01-02,2015,"North and Central Red Sea",0.24375,4.25,0,0.19375
4533,"34.27.560E.28.26.221N",28.43702778,34.45933333,5,2015-01-07,2015,"North and Central Red Sea",0.21875,2.75,0,0.20625
4534,"34.27.560E.28.26.221N",28.43702778,34.45933333,10,2015-03-20,2015,"North and Central Red Sea",0.0125,2.25,0,0.2125
4533,"34.27.560E.28.26.221N",28.43702778,34.45933333,5,2015-09-02,2015,"North and Central Red Sea",0.3375,2.25,0,0.225
4534,"34.27.560E.28.26.221N",28.43702778,34.45933333,10,2015-09-02,2015,"North and Central Red Sea",0.11875,0.25,0,0.26875
4533,"34.27.560E.28.26.221N",28.43702778,34.45933333,5,2016-09-02,2016,"North and Central Red Sea",0.35,1,0,0.13125
4534,"34.27.560E.28.26.221N",28.43702778,34.45933333,10,2016-09-02,2016,"North and Central Red Sea",0.24375,1.75,5.5,0.2375
4536,"34.27.554E.28.26.273N",28.43788889,34.45922222,4,2004-05-03,2004,"North and Central Red Sea",0,5.5,0,0.1875
3135,"34.27.554E.28.26.273N",28.43788889,34.45922222,11,2004-05-03,2004,"North and Central Red Sea",0,1,0,0.1875
3135,"34.27.554E.28.26.273N",28.43788889,34.45922222,11,2004-05-07,2004,"North and Central Red Sea",0,2.75,0,0.2125
3134,"34.27.554E.28.26.273N",28.43788889,34.45922222,10,2005-07-30,2005,"North and Central Red Sea",0.3,2.5,0,0.25625
3134,"34.27.554E.28.26.273N",28.43788889,34.45922222,10,2006-08-15,2006,"North and Central Red Sea",0,1.5,0,0.21875
4537,"34.27.554E.28.26.273N",28.43788889,34.45922222,15,2006-08-15,2006,"North and Central Red Sea",0,1.25,0,0.25
4538,"34.27.54.4E.28.26.27.4N",28.44094444,34.46511111,10,2004-11-21,2004,"North and Central Red Sea",0.025,1.5,0,0.21875
4539,"34.30.42.1E.28.28.38.3N",28.47730556,34.51169444,5,2004-11-28,2004,"North and Central Red Sea",0,0.75,0.5,0.23125
4540,"34.30.49.81E.28.28.42.63N",28.4785,34.51383333,5,2008-06-19,2008,"North and Central Red Sea",0,2.25,0,0.4125
4541,"34.31E.28.29N",28.48333333,34.51666667,3,2004-11-22,2004,"North and Central Red Sea",0,4,0.25,0.39375
4542,"34.31E.28.29N",28.48333333,34.51666667,8,2004-11-22,2004,"North and Central Red Sea",0,8.75,0,0.19375
4543,"34.31.1.18E.28.29.35.23N",28.49311111,34.517,5,2007-08-25,2007,"North and Central Red Sea",0,2.5,0,0.2875
4544,"NSLighthouseEgypt",28.49852778,34.51977778,10,2009-09-05,2009,"North and Central Red Sea",0.0625,3.5,0,0.2875
4545,"NSLighthouseEgypt",28.49852778,34.51977778,5,2009-09-19,2009,"North and Central Red Sea",0,1.25,0,0.30625
4544,"NSLighthouseEgypt",28.49852778,34.51977778,10,2010-08-18,2010,"North and Central Red Sea",0.00625,1.75,0,0.2125
4545,"NSLighthouseEgypt",28.49852778,34.51977778,5,2010-09-10,2010,"North and Central Red Sea",0.0375,1.5,0,0.36875
4544,"NSLighthouseEgypt",28.49852778,34.51977778,10,2011-08-31,2011,"North and Central Red Sea",0.025,4,0,0.25625
4545,"NSLighthouseEgypt",28.49852778,34.51977778,5,2011-09-23,2011,"North and Central Red Sea",0.0125,1.75,0,0.31875
4545,"NSLighthouseEgypt",28.49852778,34.51977778,5,2014-03-14,2014,"North and Central Red Sea",0.00625,12.75,0,0.30625
4544,"NSLighthouseEgypt",28.49852778,34.51977778,10,2014-03-14,2014,"North and Central Red Sea",0,5.25,0,0.25625
4545,"NSLighthouseEgypt",28.49852778,34.51977778,5,2014-12-31,2014,"North and Central Red Sea",0.1625,3.75,0,0.25
4544,"NSLighthouseEgypt",28.49852778,34.51977778,10,2015-01-07,2015,"North and Central Red Sea",0.15,3.25,0,0.2125
4545,"NSLighthouseEgypt",28.49852778,34.51977778,5,2015-04-09,2015,"North and Central Red Sea",0.1375,3.25,0,0.3375
4544,"NSLighthouseEgypt",28.49852778,34.51977778,10,2015-09-04,2015,"North and Central Red Sea",0.0625,2,0,0.225
4544,"NSLighthouseEgypt",28.49852778,34.51977778,10,2016-09-09,2016,"North and Central Red Sea",0.225,0,0,0.21875
4546,"34.31.229E.28.29.93N",28.49883333,34.52047222,8.5,2005-08-05,2005,"North and Central Red Sea",0.19375,2.25,0,0.24375
4547,"34.31.229E.28.29.93N",28.49883333,34.52047222,8.3,2006-07-27,2006,"North and Central Red Sea",0.1125,11.75,1,0.2625
4548,"34.31.17.26E.28.29.57.95N",28.49944444,34.52147222,4,2012-05-18,2012,"North and Central Red Sea",0.00625,1,0,0.53125
4549,"34.31.17.26E.28.29.57.95N",28.49944444,34.52147222,11,2012-05-18,2012,"North and Central Red Sea",0.0375,3,0,0.2125
4550,"34.31.12.8E.28.30.18.4N",28.50511111,34.52022222,5,2004-11-25,2004,"North and Central Red Sea",0,1.25,0,0.21875
4551,"34.30.977E.28.32.535N",28.54225,34.51627778,5,2007-08-21,2007,"North and Central Red Sea",0.00625,1.75,0,0.25
4552,"34.30.977E.28.32.535N",28.54225,34.51627778,10,2007-08-21,2007,"North and Central Red Sea",0,2,0,0.4125
4551,"34.30.977E.28.32.535N",28.54225,34.51627778,5,2009-02-06,2009,"North and Central Red Sea",0,0,0,0.3375
4552,"34.30.977E.28.32.535N",28.54225,34.51627778,10,2009-02-06,2009,"North and Central Red Sea",0,1,0,0.2875
4552,"34.30.977E.28.32.535N",28.54225,34.51627778,10,2009-09-10,2009,"North and Central Red Sea",0.00625,1.25,0,0.2625
4552,"34.30.977E.28.32.535N",28.54225,34.51627778,10,2011-09-05,2011,"North and Central Red Sea",0.06875,1.25,0,0.15625
4551,"34.30.977E.28.32.535N",28.54225,34.51627778,5,2011-09-08,2011,"North and Central Red Sea",0.00625,0,0,0.28125
4552,"34.30.977E.28.32.535N",28.54225,34.51627778,10,2013-03-16,2013,"North and Central Red Sea",0.00625,1.5,0,0.44375
4551,"34.30.977E.28.32.535N",28.54225,34.51627778,5,2013-03-26,2013,"North and Central Red Sea",0,0,0,0.31875
4551,"34.30.977E.28.32.535N",28.54225,34.51627778,5,2013-09-20,2013,"North and Central Red Sea",0.0125,0.75,0,0.3875
4552,"34.30.977E.28.32.535N",28.54225,34.51627778,10,2013-09-20,2013,"North and Central Red Sea",0.0125,1.5,0,0.33125
4551,"34.30.977E.28.32.535N",28.54225,34.51627778,5,2014-03-29,2014,"North and Central Red Sea",0,0,0,0.3375
4552,"34.30.977E.28.32.535N",28.54225,34.51627778,10,2014-03-29,2014,"North and Central Red Sea",0.00625,2.25,0,0.3
4552,"34.30.977E.28.32.535N",28.54225,34.51627778,10,2014-12-29,2014,"North and Central Red Sea",0.15625,1.75,0,0.33125
4551,"34.30.977E.28.32.535N",28.54225,34.51627778,5,2015-09-10,2015,"North and Central Red Sea",0,1,0,0.3125
4552,"34.30.977E.28.32.535N",28.54225,34.51627778,10,2016-09-20,2016,"North and Central Red Sea",0.15625,1.75,0,0.3
4553,"NSSouthernOasis",28.55211111,34.51861111,10,2010-08-28,2010,"North and Central Red Sea",0.00625,0.25,0,0.0625
4554,"34.31.7.6E.28.33.7.6N",28.55211111,34.51877778,10,2004-11-16,2004,"North and Central Red Sea",0,0.5,0,0.175
3138,"34.31.08E.28.33.10.1N",28.55280556,34.51888889,5,2003-05-29,2003,"North and Central Red Sea",0.00625,0.5,0,0.36875
3138,"34.31.08E.28.33.10.1N",28.55280556,34.51888889,5,2005-07-27,2005,"North and Central Red Sea",0.05,1.25,0,0.4375
4555,"34.31.08E.28.33.10.1N",28.55280556,34.51888889,10.5,2005-07-27,2005,"North and Central Red Sea",NA,2.25,0,NA
4556,"34.31.08E.28.33.10.1N",28.55280556,34.51888889,10,2006-08-02,2006,"North and Central Red Sea",0.09375,1.25,0,0.40625
4557,"34.31.156E.28.33.174N",28.55288889,34.51927778,5,2014-03-13,2014,"North and Central Red Sea",0.06875,8,0,0.175
4558,"34.31.156E.28.33.174N",28.55288889,34.51927778,10,2014-03-13,2014,"North and Central Red Sea",0,2.75,0,0.1125
4558,"34.31.156E.28.33.174N",28.55288889,34.51927778,10,2015-09-09,2015,"North and Central Red Sea",0.20625,5.5,0,0.1375
4558,"34.31.156E.28.33.174N",28.55288889,34.51927778,10,2016-09-18,2016,"North and Central Red Sea",0.11875,0.25,0,0.1
4559,"34.31.13.1E.28.33.15.5N",28.55430556,34.52030556,5.5,2004-11-15,2004,"North and Central Red Sea",0,0,0,0.2625
4560,"34.31.13.1E.28.33.15.5N",28.55430556,34.52030556,8,2005-08-06,2005,"North and Central Red Sea",0.225,1.75,0,0.1625
4561,"34.31.13.1E.28.33.15.5N",28.55430556,34.52030556,10,2007-08-24,2007,"North and Central Red Sea",0.0125,2.25,0,0.21875
4562,"NSCanyonGarden",28.55430556,34.52030556,10,2011-09-14,2011,"North and Central Red Sea",0.01875,0.75,0,0.175
4561,"34.31.13.1E.28.33.15.5N",28.55430556,34.52030556,10,2014-03-15,2014,"North and Central Red Sea",0.0625,3,0,0.2375
4561,"34.31.13.1E.28.33.15.5N",28.55430556,34.52030556,10,2015-03-21,2015,"North and Central Red Sea",0.01875,1.5,0,0.2
4561,"34.31.13.1E.28.33.15.5N",28.55430556,34.52030556,10,2015-08-30,2015,"North and Central Red Sea",0.1625,1.5,0,0.20625
4561,"34.31.13.1E.28.33.15.5N",28.55430556,34.52030556,10,2016-09-05,2016,"North and Central Red Sea",0.18125,2,2.75,0.14375
4563,"34.31.260E.28.33.290N",28.55483333,34.521,10,2007-08-24,2007,"North and Central Red Sea",0,10,0,0.11875
4563,"34.31.260E.28.33.290N",28.55483333,34.521,10,2009-09-04,2009,"North and Central Red Sea",0,2,0,0.14375
4564,"34.31.260E.28.33.290N",28.55483333,34.521,5,2009-09-11,2009,"North and Central Red Sea",0,3.5,0,0.26875
4563,"34.31.260E.28.33.290N",28.55483333,34.521,10,2010-09-01,2010,"North and Central Red Sea",0.00625,2.75,0,0.1375
4563,"34.31.260E.28.33.290N",28.55483333,34.521,10,2011-09-14,2011,"North and Central Red Sea",0.0875,3,0,0.1125
4565,"34.31.297E.28.33.383N",28.55638889,34.52161111,10,2009-08-24,2009,"North and Central Red Sea",0.01875,2,0,0.175
4565,"34.31.297E.28.33.383N",28.55638889,34.52161111,10,2010-08-27,2010,"North and Central Red Sea",0.0125,2,0,0.1875
4566,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,5,2004-05-08,2004,"North and Central Red Sea",0,4.25,0,0.3625
4567,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,6.5,2005-07-29,2005,"North and Central Red Sea",0.09375,3.75,0,0.41875
4568,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,10.4,2005-07-29,2005,"North and Central Red Sea",0.0125,1.5,0,0.26875
4569,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,6,2006-07-28,2006,"North and Central Red Sea",0.1625,7.75,1,0.33125
4570,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,9.5,2006-07-30,2006,"North and Central Red Sea",0.075,NA,1,0.28125
4571,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,10,2009-08-25,2009,"North and Central Red Sea",0.05625,1.25,0,0.33125
4566,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,5,2009-09-11,2009,"North and Central Red Sea",0.01875,0.25,0,0.375
4571,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,10,2010-08-11,2010,"North and Central Red Sea",0.03125,0.5,0,0.3
4566,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,5,2010-09-06,2010,"North and Central Red Sea",0,0.75,0,0.375
4566,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,5,2011-01-07,2011,"North and Central Red Sea",0.00625,1.5,0,0.35625
4571,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,10,2011-01-07,2011,"North and Central Red Sea",0.025,0.5,0,0.2875
4566,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,5,2011-04-26,2011,"North and Central Red Sea",0.00625,0,0,0.34375
4571,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,10,2011-04-26,2011,"North and Central Red Sea",0.06875,0.5,0,0.33125
4571,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,10,2011-09-03,2011,"North and Central Red Sea",0.1,1,0,0.325
4566,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,5,2011-09-08,2011,"North and Central Red Sea",0.01875,2.5,0,0.38125
4571,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,10,2012-03-19,2012,"North and Central Red Sea",0.05625,0.5,0,0.26875
4566,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,5,2012-09-16,2012,"North and Central Red Sea",0.00625,0.75,0,0.5125
4571,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,10,2012-09-16,2012,"North and Central Red Sea",0.075,1.75,0,0.34375
4566,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,5,2013-03-16,2013,"North and Central Red Sea",0.025,0.5,0,0.4
4571,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,10,2013-03-16,2013,"North and Central Red Sea",0.0125,1,0,0.4
4566,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,5,2014-03-21,2014,"North and Central Red Sea",0.00625,4.75,0,0.38125
4571,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,10,2014-03-21,2014,"North and Central Red Sea",0.05625,1.25,0,0.39375
4566,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,5,2014-12-29,2014,"North and Central Red Sea",0.19375,1.5,0,0.35625
4571,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,10,2014-12-30,2014,"North and Central Red Sea",0.21875,2.25,0,0.3625
4566,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,5,2015-03-28,2015,"North and Central Red Sea",0.00625,1.5,0,0.45625
4571,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,10,2015-03-28,2015,"North and Central Red Sea",0.21875,0.5,0,0.36875
4566,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,5,2015-09-05,2015,"North and Central Red Sea",0.01875,1.5,0,0.34375
4571,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,10,2015-09-05,2015,"North and Central Red Sea",0.38125,0.5,0,0.225
4571,"34.31.26E.28.33.26.9N",28.55747222,34.52388889,10,2016-09-16,2016,"North and Central Red Sea",0.23125,0,0,0.21875
4572,"34.32.211E.28.34.364N",28.57272222,34.53686111,5,2007-08-26,2007,"North and Central Red Sea",0.00625,0.75,0,0.38125
4573,"34.32.211E.28.34.364N",28.57272222,34.53686111,10,2007-08-26,2007,"North and Central Red Sea",0,4.25,0,0.1625
4572,"34.32.211E.28.34.364N",28.57272222,34.53686111,5,2009-09-02,2009,"North and Central Red Sea",0,3.25,0,0.33125
4573,"34.32.211E.28.34.364N",28.57272222,34.53686111,10,2009-09-02,2009,"North and Central Red Sea",0,2,0,0.3
4572,"34.32.211E.28.34.364N",28.57272222,34.53686111,5,2010-08-21,2010,"North and Central Red Sea",0.06875,1.25,0,0.34375
4573,"34.32.211E.28.34.364N",28.57272222,34.53686111,10,2010-08-21,2010,"North and Central Red Sea",0.0375,2.75,0,0.34375
4572,"34.32.211E.28.34.364N",28.57272222,34.53686111,5,2011-01-11,2011,"North and Central Red Sea",0.0125,0,0,0.26875
